下料批次,零件,面料,零件外轮廓线坐标
L0004,s000062,M0004,"[[3495.62000, 554.94000], [3484.20000, 553.94000], [3472.80000, 553.14000], [3441.11000, 550.44000], [3407.30000, 547.44000], [3385.80000, 545.54000], [3373.30000, 544.44000], [3360.70000, 543.35000], [3348.20000, 542.14000], [3335.70000, 540.74000], [3334.61000, 532.35000], [3335.30000, 529.14000], [3336.11000, 526.14000], [3337.30000, 521.74000], [3338.41000, 517.35000], [3339.20000, 512.85000], [3339.70000, 508.44000], [3340.20000, 504.14000], [3340.41000, 499.94000], [3340.51000, 495.75000], [3340.41000, 491.44000], [3339.91000, 486.85000], [3339.20000, 482.25000], [3337.91000, 476.94000], [3336.30000, 471.64000], [3334.51000, 467.14000], [3332.61000, 462.85000], [3329.41000, 456.54000], [3327.61000, 453.64000], [3325.61000, 450.75000], [3321.91000, 446.25000], [3317.80000, 442.04000], [3313.20000, 437.94000], [3308.41000, 434.14000], [3303.51000, 430.54000], [3298.41000, 427.25000], [3291.11000, 422.85000], [3287.51000, 420.75000], [3284.01000, 418.75000], [3285.61000, 405.85000], [3293.41000, 406.64000], [3301.61000, 407.44000], [3309.91000, 408.25000], [3318.30000, 409.04000], [3331.11000, 410.35000], [3337.41000, 411.04000], [3343.70000, 411.85000], [3350.41000, 412.94000], [3357.20000, 414.14000], [3370.61000, 416.75000], [3385.41000, 419.54000], [3400.20000, 422.44000], [3413.70000, 425.25000], [3428.30000, 427.94000], [3439.20000, 429.94000], [3450.11000, 431.85000], [3461.20000, 433.54000], [3472.30000, 435.04000], [3479.20000, 436.04000], [3486.11000, 436.75000], [3495.31000, 437.25000], [3503.01000, 437.35000], [3510.81000, 437.14000], [3524.51000, 436.54000], [3538.20000, 435.85000], [3557.70000, 434.64000], [3577.20000, 433.54000], [3602.91000, 431.64000], [3628.61000, 429.64000], [3677.11000, 425.94000], [3693.91000, 424.75000], [3710.80000, 423.84000], [3727.61000, 423.13000], [3744.51000, 422.84000], [3746.01000, 422.84000], [3763.11000, 422.94000], [3771.61000, 422.84000], [3780.01000, 422.75000], [3786.11000, 422.53000], [3792.30000, 422.34000], [3798.01000, 422.34000], [3803.70000, 422.44000], [3809.11000, 422.53000], [3811.70000, 422.63000], [3814.20000, 422.75000], [3814.70000, 429.94000], [3815.20000, 437.44000], [3815.70000, 445.24000], [3816.30000, 453.24000], [3817.91000, 477.84000], [3818.51000, 485.93000], [3819.11000, 495.04000], [3820.11000, 513.03000], [3820.61000, 522.34000], [3821.01000, 531.13000], [3821.30000, 539.93000], [3821.51000, 544.23000], [3821.70000, 548.34000], [3821.80000, 552.24000], [3822.01000, 555.93000], [3822.11000, 558.53000], [3822.30000, 561.34000], [3822.41000, 562.84000], [3822.51000, 564.54000], [3822.61000, 566.34000], [3822.70000, 568.35000], [3818.61000, 568.44000], [3814.70000, 568.44000], [3807.20000, 568.54000], [3800.01000, 568.54000], [3792.80000, 568.63000], [3772.11000, 568.63000], [3751.01000, 568.54000], [3731.41000, 568.35000], [3711.91000, 568.24000], [3694.41000, 568.14000], [3676.91000, 567.74000], [3663.41000, 567.24000], [3649.91000, 566.64000], [3632.51000, 565.94000], [3615.11000, 565.24000], [3601.30000, 564.35000], [3587.51000, 563.35000], [3566.01000, 561.85000], [3552.62000, 560.74000], [3539.31000, 559.44000], [3517.41000, 557.14000], [3506.51000, 555.94000], [3495.62000, 554.94000]]"
L0004,s000063,M0004,"[[13998.67000, 1535.88000], [13999.37000, 1333.78000], [14007.98000, 1333.98000], [14016.27000, 1334.07000], [14032.77000, 1334.48000], [14051.07000, 1335.07000], [14069.48000, 1336.18000], [14082.67000, 1337.18000], [14095.77000, 1338.48000], [14121.98000, 1341.18000], [14142.17000, 1343.38000], [14162.37000, 1345.68000], [14184.87000, 1348.28000], [14207.27000, 1350.88000], [14224.67000, 1352.68000], [14242.17000, 1354.48000], [14258.98000, 1356.28000], [14267.37000, 1357.18000], [14275.77000, 1357.88000], [14287.57000, 1358.68000], [14299.37000, 1359.28000], [14308.98000, 1359.78000], [14313.77000, 1359.98000], [14318.57000, 1359.98000], [14323.37000, 1359.88000], [14328.17000, 1359.57000], [14337.57000, 1358.68000], [14350.57000, 1357.07000], [14363.57000, 1355.18000], [14377.07000, 1352.88000], [14390.57000, 1350.48000], [14417.48000, 1345.28000], [14430.67000, 1342.68000], [14443.77000, 1339.98000], [14456.87000, 1337.18000], [14470.17000, 1334.48000], [14479.98000, 1332.68000], [14489.87000, 1330.98000], [14499.48000, 1329.38000], [14504.07000, 1328.57000], [14508.57000, 1327.88000], [14512.98000, 1327.07000], [14517.37000, 1326.38000], [14519.77000, 1325.88000], [14522.27000, 1325.48000], [14524.87000, 1324.98000], [14527.77000, 1324.48000], [14531.57000, 1335.98000], [14533.67000, 1335.78000], [14535.48000, 1335.48000], [14537.17000, 1335.28000], [14538.67000, 1335.18000], [14541.57000, 1334.78000], [14544.27000, 1334.48000], [14547.87000, 1334.07000], [14551.77000, 1333.68000], [14555.77000, 1333.28000], [14559.98000, 1332.88000], [14576.98000, 1331.07000], [14582.67000, 1330.28000], [14588.37000, 1329.48000], [14599.37000, 1327.57000], [14608.27000, 1325.78000], [14617.17000, 1323.78000], [14631.07000, 1320.38000], [14644.98000, 1316.88000], [14662.37000, 1312.38000], [14670.87000, 1310.07000], [14679.07000, 1307.98000], [14702.98000, 1308.18000], [14704.17000, 1312.18000], [14705.27000, 1315.98000], [14707.37000, 1323.18000], [14710.57000, 1333.28000], [14713.98000, 1343.38000], [14717.67000, 1353.98000], [14721.37000, 1364.48000], [14725.77000, 1376.88000], [14730.27000, 1389.18000], [14736.17000, 1404.48000], [14739.27000, 1412.07000], [14742.37000, 1419.78000], [14747.98000, 1433.07000], [14753.67000, 1446.28000], [14756.48000, 1452.78000], [14759.17000, 1459.07000], [14761.77000, 1465.07000], [14764.27000, 1470.78000], [14761.67000, 1473.28000], [14759.17000, 1475.88000], [14757.07000, 1478.57000], [14755.07000, 1481.48000], [14752.87000, 1484.88000], [14750.87000, 1488.38000], [14748.98000, 1492.38000], [14747.48000, 1496.48000], [14746.48000, 1499.98000], [14745.57000, 1503.48000], [14744.17000, 1510.57000], [14742.87000, 1518.88000], [14741.98000, 1527.28000], [14741.27000, 1535.98000], [14740.87000, 1544.78000], [14740.67000, 1549.98000], [14740.48000, 1553.98000], [14740.17000, 1563.28000], [14740.07000, 1565.07000], [14740.07000, 1567.78000], [14739.87000, 1572.07000], [14739.77000, 1576.28000], [14739.67000, 1580.18000], [14732.07000, 1580.57000], [14724.77000, 1581.07000], [14710.77000, 1581.88000], [14701.37000, 1582.38000], [14691.67000, 1582.98000], [14681.98000, 1583.38000], [14672.27000, 1583.57000], [14658.77000, 1583.68000], [14612.48000, 1583.68000], [14593.48000, 1583.28000], [14574.48000, 1582.48000], [14558.17000, 1581.57000], [14541.87000, 1580.57000], [14501.57000, 1578.07000], [14475.17000, 1576.38000], [14455.98000, 1575.07000], [14436.77000, 1573.68000], [14417.17000, 1572.28000], [14407.48000, 1571.57000], [14397.98000, 1570.78000], [14391.48000, 1570.28000], [14384.77000, 1569.78000], [14377.87000, 1569.28000], [14374.27000, 1568.98000], [14370.57000, 1568.68000], [14346.77000, 1552.28000], [14343.77000, 1552.18000], [14340.48000, 1552.07000], [14333.67000, 1551.88000], [14326.48000, 1551.68000], [14320.17000, 1551.57000], [14319.07000, 1551.48000], [14311.67000, 1551.38000], [14304.48000, 1551.18000], [14297.48000, 1551.07000], [14290.87000, 1550.98000], [14285.87000, 1550.88000], [14268.37000, 1550.88000], [14260.07000, 1592.48000], [13998.48000, 1592.48000], [13998.67000, 1535.88000]]"
L0004,s000064,M0004,"[[11541.93000, 476.27000], [11471.93000, 476.27000], [11471.93000, 276.27000], [11541.93000, 276.27000], [11541.93000, 476.27000]]"
L0004,s000065,M0004,"[[10348.08000, 1049.49000], [10348.08000, 1154.49000], [10243.08000, 1154.49000], [10243.08000, 1049.49000], [10348.08000, 1049.49000]]"
L0004,s000066,M0004,"[[10186.01000, 1392.48000], [10186.01000, 1592.48000], [10116.01000, 1592.48000], [10116.01000, 1392.48000], [10186.01000, 1392.48000]]"
L0004,s000067,M0004,"[[15138.09000, 1057.41000], [15138.09000, 1197.41000], [15068.09000, 1197.41000], [15068.09000, 1057.41000], [15138.09000, 1057.41000]]"
L0004,s000068,M0004,"[[10346.06000, 1452.48000], [10346.06000, 1592.48000], [10276.06000, 1592.48000], [10276.06000, 1452.48000], [10346.06000, 1452.48000]]"
L0004,s000069,M0004,"[[1599.85000, 443.08000], [1599.85000, 411.08000], [1462.85000, 411.08000], [1462.85000, 443.08000], [1599.85000, 443.08000]]"
L0004,s000070,M0004,"[[12892.76000, 954.94000], [12892.96000, 941.74000], [12892.96000, 928.24000], [12892.76000, 914.54000], [12891.96000, 899.44000], [12890.57000, 884.54000], [12888.66000, 869.44000], [12885.57000, 852.15000], [12881.96000, 835.04000], [12877.76000, 817.94000], [12873.26000, 800.94000], [12863.66000, 767.74000], [12858.76000, 750.84000], [12854.07000, 734.54000], [12849.57000, 718.04000], [12845.36000, 701.54000], [12841.76000, 685.04000], [12838.66000, 668.54000], [12838.36000, 666.24000], [12837.96000, 663.54000], [12836.46000, 650.65000], [12782.57000, 659.15000], [12739.46000, 665.65000], [12717.76000, 668.65000], [12696.26000, 671.44000], [12652.96000, 676.34000], [12631.16000, 678.24000], [12609.66000, 679.84000], [12588.07000, 681.04000], [12566.46000, 681.74000], [12549.96000, 681.65000], [12533.36000, 681.24000], [12516.76000, 680.65000], [12499.96000, 679.65000], [12491.86000, 679.15000], [12483.57000, 678.44000], [12466.86000, 676.94000], [12450.46000, 675.24000], [12433.76000, 673.15000], [12417.26000, 670.84000], [12400.86000, 668.24000], [12384.57000, 665.44000], [12367.96000, 662.24000], [12365.66000, 661.74000], [12360.86000, 660.84000], [12353.76000, 679.04000], [12351.76000, 683.44000], [12349.66000, 687.74000], [12347.26000, 691.74000], [12344.57000, 695.34000], [12341.36000, 698.84000], [12337.76000, 702.15000], [12333.86000, 705.04000], [12329.26000, 707.84000], [12324.36000, 710.34000], [12319.26000, 712.44000], [12313.96000, 714.34000], [12311.36000, 715.24000], [12308.76000, 715.94000], [12303.16000, 717.34000], [12297.46000, 718.44000], [12291.76000, 719.24000], [12280.07000, 720.34000], [12268.16000, 720.74000], [12254.26000, 720.54000], [12240.46000, 719.65000], [12233.57000, 719.04000], [12226.76000, 718.24000], [12213.16000, 716.44000], [12199.26000, 714.44000], [12175.86000, 710.65000], [12171.26000, 736.94000], [12167.76000, 757.84000], [12164.46000, 778.84000], [12159.76000, 816.54000], [12157.96000, 835.44000], [12156.57000, 854.65000], [12155.46000, 873.54000], [12154.86000, 892.54000], [12154.57000, 913.44000], [12154.57000, 934.34000], [12154.76000, 954.94000], [12154.57000, 975.44000], [12154.57000, 996.44000], [12154.86000, 1017.24000], [12155.46000, 1036.24000], [12156.57000, 1055.24000], [12157.96000, 1074.44000], [12159.76000, 1093.35000], [12164.46000, 1131.03000], [12167.76000, 1151.94000], [12171.26000, 1172.85000], [12175.86000, 1199.15000], [12199.26000, 1195.44000], [12213.16000, 1193.35000], [12226.76000, 1191.53000], [12233.57000, 1190.85000], [12240.46000, 1190.15000], [12254.26000, 1189.35000], [12268.16000, 1189.03000], [12280.07000, 1189.44000], [12291.76000, 1190.53000], [12297.46000, 1191.44000], [12303.16000, 1192.53000], [12308.76000, 1193.85000], [12311.36000, 1194.65000], [12313.96000, 1195.44000], [12319.26000, 1197.35000], [12324.36000, 1199.53000], [12329.26000, 1202.03000], [12333.86000, 1204.74000], [12337.76000, 1207.74000], [12341.36000, 1210.94000], [12344.57000, 1214.44000], [12347.26000, 1218.15000], [12349.66000, 1222.03000], [12351.76000, 1226.35000], [12353.76000, 1230.85000], [12360.86000, 1249.03000], [12365.66000, 1248.03000], [12367.96000, 1247.65000], [12384.57000, 1244.44000], [12400.86000, 1241.53000], [12417.26000, 1239.03000], [12433.76000, 1236.65000], [12450.46000, 1234.65000], [12466.86000, 1232.85000], [12483.57000, 1231.35000], [12491.86000, 1230.74000], [12499.96000, 1230.15000], [12516.76000, 1229.24000], [12533.36000, 1228.53000], [12549.96000, 1228.15000], [12566.46000, 1228.15000], [12588.07000, 1228.85000], [12609.66000, 1229.94000], [12631.16000, 1231.53000], [12652.96000, 1233.44000], [12696.26000, 1238.35000], [12717.76000, 1241.15000], [12739.46000, 1244.15000], [12782.57000, 1250.65000], [12836.46000, 1259.24000], [12837.96000, 1246.24000], [12838.36000, 1243.65000], [12838.66000, 1241.24000], [12841.76000, 1224.74000], [12845.36000, 1208.24000], [12849.57000, 1191.74000], [12854.07000, 1175.24000], [12858.76000, 1159.03000], [12863.66000, 1142.03000], [12873.26000, 1108.85000], [12877.76000, 1091.94000], [12881.96000, 1074.85000], [12885.57000, 1057.74000], [12888.66000, 1040.35000], [12890.57000, 1025.35000], [12891.96000, 1010.35000], [12892.76000, 995.24000], [12892.96000, 981.65000], [12892.96000, 968.04000], [12892.76000, 954.94000]]"
L0004,s000071,M0004,"[[7691.27000, 66.78000], [7691.27000, 84.77000], [7850.18000, 84.77000], [7864.37000, 66.77000], [7865.27000, 65.68000], [7865.27000, 58.68000], [7847.77000, 36.57000], [7828.27000, 36.57000], [7828.27000, 14.37000], [7691.27000, 14.38000], [7691.27000, 66.78000]]"
L0004,s000072,M0004,"[[10028.18000, 655.03000], [10028.18000, 700.72000], [10028.27000, 703.03000], [10028.48000, 705.22000], [10028.98000, 707.83000], [10029.58000, 710.43000], [10030.58000, 713.03000], [10031.68000, 715.33000], [10032.87000, 717.62000], [10034.37000, 720.03000], [10035.98000, 721.93000], [10037.77000, 723.83000], [10041.48000, 726.53000], [10045.48000, 728.72000], [10049.77000, 730.22000], [10053.87000, 731.43000], [10058.18000, 732.22000], [10062.27000, 732.43000], [10065.87000, 732.53000], [10259.48000, 732.53000], [10263.08000, 732.43000], [10267.08000, 732.22000], [10271.48000, 731.43000], [10275.58000, 730.22000], [10279.77000, 728.72000], [10283.87000, 726.53000], [10287.48000, 723.83000], [10289.37000, 721.93000], [10290.98000, 720.03000], [10292.48000, 717.62000], [10293.68000, 715.33000], [10294.77000, 713.03000], [10295.68000, 710.43000], [10296.37000, 707.83000], [10296.87000, 705.22000], [10296.98000, 703.03000], [10297.18000, 700.72000], [10297.18000, 640.03000], [10028.18000, 640.03000], [10028.18000, 655.03000]]"
L0004,s000073,M0004,"[[1466.40000, 1543.65000], [1497.40000, 1535.65000], [1512.99000, 1531.94000], [1528.80000, 1528.55000], [1544.70000, 1525.64000], [1560.99000, 1523.35000], [1570.70000, 1522.35000], [1580.20000, 1521.75000], [1589.70000, 1521.75000], [1594.20000, 1522.05000], [1598.70000, 1522.44000], [1603.20000, 1523.25000], [1607.49000, 1524.14000], [1611.70000, 1525.44000], [1615.59000, 1526.94000], [1619.59000, 1528.85000], [1623.49000, 1531.15000], [1627.20000, 1533.75000], [1630.59000, 1536.55000], [1637.30000, 1543.05000], [1637.90000, 1543.85000], [1638.70000, 1544.75000], [1639.40000, 1545.65000], [1642.30000, 1549.75000], [1644.99000, 1554.15000], [1647.40000, 1558.65000], [1649.70000, 1563.44000], [1657.80000, 1581.65000], [1662.59000, 1580.65000], [1663.20000, 1580.55000], [1664.90000, 1580.15000], [1681.09000, 1576.94000], [1697.30000, 1573.94000], [1713.80000, 1571.35000], [1730.20000, 1568.94000], [1746.80000, 1566.94000], [1763.30000, 1565.15000], [1779.99000, 1563.75000], [1788.30000, 1563.15000], [1796.30000, 1562.55000], [1813.09000, 1561.75000], [1829.80000, 1561.15000], [1846.30000, 1560.85000], [1862.80000, 1560.85000], [1884.49000, 1561.55000], [1906.09000, 1562.75000], [1927.70000, 1564.35000], [1949.40000, 1566.35000], [1992.59000, 1571.15000], [2014.30000, 1573.94000], [2035.99000, 1577.05000], [2079.20000, 1583.44000], [2132.90000, 1591.85000], [2134.49000, 1578.35000], [2134.80000, 1576.15000], [2135.09000, 1573.85000], [2136.80000, 1562.05000], [2138.90000, 1550.44000], [2141.40000, 1539.15000], [2145.90000, 1523.64000], [2151.30000, 1508.25000], [2157.20000, 1492.94000], [2163.09000, 1478.44000], [2168.90000, 1463.64000], [2174.30000, 1448.44000], [2178.70000, 1433.55000], [2182.20000, 1418.55000], [2185.09000, 1403.44000], [2185.90000, 1397.64000], [2186.70000, 1391.85000], [2187.30000, 1386.05000], [2188.70000, 1366.35000], [2189.20000, 1346.85000], [2189.20000, 1118.43000], [2188.70000, 1098.85000], [2187.30000, 1079.25000], [2186.70000, 1073.35000], [2185.90000, 1067.65000], [2185.09000, 1061.75000], [2182.20000, 1046.75000], [2178.70000, 1031.65000], [2174.30000, 1016.85000], [2168.99000, 1001.65000], [2163.09000, 986.65000], [2157.20000, 972.25000], [2151.30000, 957.04000], [2145.90000, 941.54000], [2141.40000, 926.15000], [2138.90000, 914.85000], [2136.80000, 903.25000], [2135.09000, 891.35000], [2134.80000, 889.04000], [2134.49000, 886.65000], [2132.90000, 873.35000], [2079.09000, 881.75000], [2035.99000, 888.25000], [2014.30000, 891.25000], [1992.70000, 894.04000], [1949.40000, 898.95000], [1927.70000, 900.85000], [1906.20000, 902.45000], [1884.49000, 903.65000], [1862.90000, 904.45000], [1846.30000, 904.45000], [1829.90000, 904.15000], [1812.99000, 903.54000], [1796.49000, 902.65000], [1788.30000, 902.15000], [1779.99000, 901.45000], [1763.30000, 900.04000], [1746.80000, 898.25000], [1730.20000, 896.25000], [1713.80000, 893.85000], [1697.40000, 891.25000], [1681.09000, 888.25000], [1664.90000, 885.04000], [1664.40000, 884.95000], [1662.70000, 884.54000], [1657.80000, 883.54000], [1649.70000, 901.75000], [1647.40000, 906.54000], [1644.99000, 911.04000], [1642.30000, 915.45000], [1639.40000, 919.54000], [1638.70000, 920.45000], [1637.99000, 921.35000], [1637.30000, 922.15000], [1630.70000, 928.75000], [1627.20000, 931.45000], [1623.49000, 934.04000], [1619.59000, 936.35000], [1615.70000, 938.35000], [1611.70000, 939.75000], [1607.49000, 941.04000], [1603.20000, 941.95000], [1598.80000, 942.75000], [1594.30000, 943.25000], [1589.70000, 943.45000], [1580.20000, 943.45000], [1570.70000, 942.85000], [1560.99000, 941.85000], [1544.70000, 939.54000], [1528.80000, 936.65000], [1512.99000, 933.25000], [1497.40000, 929.54000], [1466.40000, 921.54000], [1456.70000, 919.04000], [1404.49000, 1088.55000], [1418.80000, 1093.85000], [1424.30000, 1096.05000], [1429.49000, 1098.15000], [1437.49000, 1101.55000], [1444.99000, 1105.35000], [1452.09000, 1109.75000], [1456.20000, 1112.85000], [1459.99000, 1116.25000], [1463.49000, 1119.93000], [1465.99000, 1123.15000], [1468.30000, 1126.55000], [1470.40000, 1130.05000], [1473.40000, 1136.25000], [1475.90000, 1142.75000], [1477.90000, 1149.43000], [1478.80000, 1153.93000], [1479.59000, 1158.43000], [1479.99000, 1163.05000], [1480.20000, 1167.65000], [1480.20000, 1172.55000], [1479.99000, 1177.65000], [1480.20000, 1182.43000], [1480.20000, 1186.93000], [1479.99000, 1191.25000], [1479.70000, 1194.75000], [1479.30000, 1198.05000], [1478.59000, 1202.65000], [1479.30000, 1207.05000], [1479.59000, 1209.25000], [1480.20000, 1232.85000], [1480.20000, 1237.75000], [1479.90000, 1242.65000], [1479.40000, 1247.05000], [1478.59000, 1251.75000], [1477.49000, 1257.55000], [1478.49000, 1263.45000], [1479.20000, 1268.35000], [1479.59000, 1272.15000], [1479.99000, 1287.65000], [1480.20000, 1292.65000], [1480.20000, 1297.55000], [1479.99000, 1302.15000], [1479.59000, 1306.75000], [1478.80000, 1311.25000], [1477.90000, 1315.75000], [1475.90000, 1322.45000], [1473.40000, 1328.95000], [1470.40000, 1335.15000], [1468.30000, 1338.65000], [1465.99000, 1342.05000], [1463.49000, 1345.25000], [1459.99000, 1348.95000], [1456.20000, 1352.35000], [1452.09000, 1355.45000], [1444.99000, 1359.85000], [1437.49000, 1363.65000], [1429.49000, 1367.05000], [1424.30000, 1369.15000], [1418.80000, 1371.35000], [1404.40000, 1376.75000], [1456.70000, 1546.15000], [1466.40000, 1543.65000]]"
L0004,s000074,M0004,"[[9054.69000, 61.82000], [9051.69000, 62.62000], [9045.79000, 63.92000], [9039.69000, 65.02000], [9033.09000, 66.02000], [9026.49000, 66.82000], [9019.99000, 67.52000], [9018.79000, 67.62000], [9016.38000, 67.92000], [9015.29000, 68.02000], [9013.49000, 68.12000], [9012.99000, 68.12000], [9005.29000, 68.52000], [8997.19000, 68.82000], [8986.29000, 69.02000], [8975.29000, 69.02000], [8964.09000, 68.92000], [8952.99000, 68.52000], [8934.19000, 68.02000], [8914.99000, 67.62000], [8903.88000, 67.52000], [8900.38000, 67.52000], [8897.19000, 67.42000], [8889.38000, 67.42000], [8884.59000, 67.32000], [8858.38000, 67.32000], [8853.59000, 67.23000], [8848.79000, 67.32000], [8822.59000, 67.32000], [8817.79000, 67.42000], [8809.99000, 67.42000], [8806.79000, 67.52000], [8803.29000, 67.52000], [8792.19000, 67.62000], [8772.99000, 68.02000], [8754.19000, 68.52000], [8743.09000, 68.92000], [8731.88000, 69.02000], [8720.88000, 69.02000], [8709.99000, 68.82000], [8701.88000, 68.52000], [8694.19000, 68.12000], [8693.69000, 68.12000], [8691.88000, 68.02000], [8690.79000, 67.92000], [8688.38000, 67.62000], [8687.19000, 67.52000], [8680.69000, 66.82000], [8674.09000, 66.02000], [8667.49000, 65.02000], [8661.38000, 63.92000], [8655.49000, 62.62000], [8652.49000, 61.82000], [8651.88000, 61.73000], [8650.99000, 61.52000], [8646.49000, 60.32000], [8641.88000, 59.02000], [8639.29000, 58.23000], [8628.29000, 54.73000], [8630.99000, 107.23000], [8631.79000, 122.63000], [8706.69000, 132.51000], [8708.99000, 132.23000], [8717.29000, 131.13000], [8725.59000, 130.13000], [8733.49000, 129.23000], [8735.69000, 129.01000], [8736.19000, 129.01000], [8736.79000, 128.92000], [8737.09000, 128.92000], [8742.19000, 128.51000], [8746.88000, 128.13000], [8752.19000, 127.82000], [8757.29000, 127.51000], [8763.49000, 127.13000], [8772.09000, 126.63000], [8790.88000, 126.01000], [8802.88000, 125.51000], [8806.59000, 125.51000], [8810.19000, 125.42000], [8810.49000, 125.32000], [8812.19000, 125.32000], [8819.49000, 125.23000], [8834.99000, 124.92000], [8848.38000, 124.92000], [8851.29000, 124.82000], [8855.88000, 124.82000], [8858.79000, 124.92000], [8872.19000, 124.92000], [8887.69000, 125.23000], [8894.99000, 125.32000], [8896.69000, 125.32000], [8897.19000, 125.42000], [8900.59000, 125.51000], [8904.29000, 125.51000], [8916.29000, 126.01000], [8935.09000, 126.63000], [8943.69000, 127.13000], [8949.88000, 127.51000], [8955.09000, 127.82000], [8960.29000, 128.13000], [8964.99000, 128.51000], [8970.09000, 128.92000], [8970.38000, 128.92000], [8970.99000, 129.01000], [8971.49000, 129.01000], [8973.69000, 129.23000], [8981.69000, 130.13000], [8989.88000, 131.13000], [8998.19000, 132.23000], [9000.49000, 132.51000], [9075.38000, 122.63000], [9076.19000, 107.23000], [9078.88000, 54.73000], [9067.88000, 58.23000], [9065.29000, 59.02000], [9060.69000, 60.32000], [9056.19000, 61.52000], [9055.29000, 61.73000], [9054.69000, 61.82000]]"
L0004,s000075,M0004,"[[1911.94000, 856.11000], [1774.94000, 856.11000], [1774.94000, 888.11000], [1911.94000, 888.11000], [1911.94000, 856.11000]]"
L0004,s000076,M0004,"[[10639.07000, 610.63000], [10881.07000, 610.63000], [10886.37000, 586.93000], [10889.67000, 572.43000], [10893.26000, 557.43000], [10895.87000, 547.23000], [10897.07000, 542.53000], [10901.17000, 526.93000], [10905.37000, 511.73000], [10907.97000, 502.03000], [10733.97000, 470.84000], [10726.97000, 485.53000], [10723.47000, 491.73000], [10719.47000, 497.23000], [10717.37000, 499.43000], [10714.97000, 501.63000], [10712.26000, 503.73000], [10709.37000, 505.73000], [10706.37000, 507.63000], [10703.26000, 509.23000], [10696.76000, 511.84000], [10689.97000, 513.84000], [10682.97000, 515.23000], [10672.17000, 516.43000], [10661.17000, 516.93000], [10649.97000, 517.13000], [10628.17000, 517.13000], [10616.97000, 516.93000], [10605.97000, 516.43000], [10595.17000, 515.23000], [10588.17000, 513.84000], [10581.37000, 511.84000], [10574.87000, 509.23000], [10571.76000, 507.63000], [10568.76000, 505.73000], [10565.87000, 503.73000], [10563.17000, 501.63000], [10560.67000, 499.43000], [10558.57000, 497.23000], [10554.57000, 491.73000], [10551.17000, 485.53000], [10544.17000, 470.84000], [10370.17000, 502.03000], [10372.76000, 511.73000], [10376.97000, 526.93000], [10381.07000, 542.53000], [10382.26000, 547.23000], [10384.87000, 557.43000], [10388.47000, 572.43000], [10391.76000, 586.93000], [10397.07000, 610.63000], [10639.07000, 610.63000]]"
