下料批次,零件,面料,零件外轮廓线坐标
L0005,s000068,M0005,"[[4941.66000, 1527.02000], [4941.26000, 1294.62000], [4938.26000, 1293.12000], [4941.26000, 1291.62000], [4941.16000, 1248.33000], [4903.26000, 1246.52000], [4901.86000, 1249.44000], [4900.36000, 1246.52000], [4675.26000, 1257.94000], [4672.86000, 1260.84000], [4672.36000, 1258.13000], [4657.36000, 1258.84000], [4647.76000, 1292.63000], [4629.97000, 1293.94000], [4597.76000, 1295.63000], [4596.36000, 1298.63000], [4594.76000, 1295.63000], [4578.57000, 1295.53000], [4560.86000, 1294.84000], [4556.86000, 1294.44000], [4551.76000, 1293.94000], [4549.76000, 1293.73000], [4549.76000, 1293.73000], [4547.76000, 1293.53000], [4542.66000, 1292.84000], [4538.66000, 1292.23000], [4537.66000, 1292.13000], [4532.66000, 1291.34000], [4527.57000, 1290.53000], [4522.57000, 1289.63000], [4517.57000, 1288.84000], [4516.57000, 1288.63000], [4516.57000, 1288.63000], [4483.97000, 1281.94000], [4472.57000, 1279.34000], [4458.26000, 1276.03000], [4452.47000, 1274.73000], [4451.57000, 1274.44000], [4446.76000, 1273.34000], [4432.47000, 1269.94000], [4418.26000, 1266.44000], [4403.97000, 1262.94000], [4399.76000, 1261.84000], [4389.66000, 1259.44000], [4375.47000, 1255.94000], [4361.16000, 1252.44000], [4358.26000, 1251.73000], [4353.87000, 1266.84000], [4319.07000, 1267.73000], [4289.87000, 1267.73000], [4288.37000, 1270.73000], [4286.87000, 1267.73000], [4272.47000, 1267.34000], [4252.26000, 1266.53000], [4224.76000, 1264.13000], [4197.47000, 1261.03000], [4175.86000, 1257.94000], [4165.86000, 1284.44000], [4158.57000, 1303.44000], [4156.07000, 1309.63000], [4153.07000, 1317.44000], [4149.97000, 1325.23000], [4149.57000, 1326.13000], [4146.86000, 1333.03000], [4143.66000, 1340.73000], [4141.76000, 1345.34000], [4140.47000, 1348.44000], [4140.36000, 1348.73000], [4139.16000, 1351.53000], [4135.76000, 1359.23000], [4132.36000, 1366.84000], [4130.26000, 1371.44000], [4119.76000, 1393.84000], [4107.76000, 1417.73000], [4102.07000, 1428.73000], [4106.47000, 1433.84000], [4110.47000, 1439.13000], [4111.57000, 1441.13000], [4112.47000, 1442.73000], [4113.26000, 1444.23000], [4113.76000, 1445.44000], [4113.97000, 1445.84000], [4114.47000, 1446.94000], [4114.86000, 1448.03000], [4115.36000, 1449.13000], [4115.76000, 1450.23000], [4116.07000, 1451.34000], [4116.36000, 1452.13000], [4116.47000, 1452.44000], [4116.76000, 1453.53000], [4117.07000, 1454.73000], [4117.36000, 1455.84000], [4117.66000, 1456.94000], [4117.86000, 1458.13000], [4118.07000, 1459.23000], [4118.16000, 1459.73000], [4118.26000, 1460.44000], [4118.47000, 1461.63000], [4118.66000, 1462.73000], [4118.86000, 1463.94000], [4118.97000, 1465.13000], [4119.16000, 1466.23000], [4119.26000, 1467.63000], [4119.47000, 1469.13000], [4119.66000, 1472.13000], [4119.86000, 1475.03000], [4119.86000, 1476.23000], [4120.16000, 1484.83000], [4120.07000, 1516.53000], [4122.97000, 1518.03000], [4120.07000, 1519.44000], [4119.86000, 1534.53000], [4183.47000, 1537.74000], [4194.97000, 1538.03000], [4209.36000, 1538.44000], [4223.76000, 1538.74000], [4226.86000, 1538.74000], [4232.36000, 1538.83000], [4241.07000, 1538.94000], [4249.66000, 1539.02000], [4258.36000, 1539.02000], [4266.97000, 1539.02000], [4270.26000, 1539.02000], [4272.76000, 1539.02000], [4278.47000, 1538.94000], [4284.26000, 1538.94000], [4289.97000, 1538.83000], [4304.37000, 1538.53000], [4306.07000, 1538.44000], [4318.76000, 1538.24000], [4333.16000, 1537.83000], [4341.76000, 1537.63000], [4413.57000, 1535.03000], [4532.26000, 1528.53000], [4594.76000, 1527.33000], [4596.26000, 1524.33000], [4597.76000, 1527.24000], [4900.87000, 1526.83000], [4902.37000, 1523.83000], [4903.76000, 1526.83000], [4941.66000, 1527.02000]]"
L0005,s000069,M0005,"[[6.09000, 1276.94000], [28.28000, 1298.54000], [70.39000, 1296.34000], [69.59000, 1256.74000], [28.28000, 1255.04000], [6.09000, 1276.94000]]"
L0005,s000070,M0005,"[[179.43000, 422.92000], [179.43000, 481.71000], [238.23000, 481.71000], [238.23000, 422.92000], [179.43000, 422.92000]]"
L0005,s000071,M0005,"[[5241.26000, 675.67000], [5256.06000, 676.47000], [5267.16000, 677.07000], [5278.26000, 677.57000], [5289.35000, 678.07000], [5296.76000, 678.37000], [5298.06000, 678.47000], [5304.16000, 678.67000], [5311.56000, 678.87000], [5318.95000, 679.07000], [5326.35000, 679.17000], [5333.76000, 679.37000], [5338.95000, 679.47000], [5344.85000, 679.57000], [5355.95000, 679.67000], [5367.06000, 679.75000], [5374.56000, 679.75000], [5379.95000, 679.75000], [5381.95000, 679.75000], [5389.35000, 679.67000], [5396.76000, 679.57000], [5404.16000, 679.47000], [5411.56000, 679.26000], [5418.95000, 679.07000], [5425.95000, 678.87000], [5437.45000, 678.47000], [5455.95000, 677.87000], [5466.35000, 677.47000], [5474.45000, 677.17000], [5485.56000, 676.67000], [5496.66000, 676.17000], [5507.76000, 675.67000], [5511.45000, 675.47000], [5515.16000, 675.17000], [5522.56000, 674.76000], [5529.95000, 674.26000], [5548.45000, 672.87000], [5556.76000, 672.37000], [5566.95000, 671.57000], [5585.35000, 670.26000], [5603.85000, 669.07000], [5607.56000, 668.76000], [5640.35000, 666.37000], [5677.56000, 664.37000], [5693.16000, 664.07000], [5694.66000, 661.07000], [5696.16000, 663.97000], [6012.56000, 663.87000], [6014.06000, 660.97000], [6015.45000, 663.87000], [6053.35000, 663.75000], [6054.95000, 448.35000], [6052.06000, 446.85000], [6054.95000, 445.47000], [6055.35000, 406.67000], [6017.45000, 406.06000], [6016.16000, 408.86000], [6014.45000, 406.06000], [5775.35000, 424.86000], [5774.06000, 427.86000], [5772.35000, 425.07000], [5763.85000, 425.76000], [5759.96000, 455.26000], [5726.45000, 458.76000], [5710.95000, 460.07000], [5696.85000, 460.67000], [5695.45000, 463.76000], [5693.95000, 460.67000], [5686.26000, 460.36000], [5677.16000, 459.57000], [5657.66000, 457.86000], [5638.16000, 455.67000], [5624.35000, 453.57000], [5610.45000, 451.26000], [5581.56000, 445.76000], [5579.56000, 448.36000], [5578.76000, 445.17000], [5544.56000, 437.67000], [5510.56000, 430.26000], [5481.26000, 424.26000], [5479.26000, 426.86000], [5478.35000, 423.67000], [5456.85000, 419.86000], [5453.35000, 434.36000], [5428.26000, 434.67000], [5400.85000, 434.57000], [5382.35000, 433.98000], [5380.76000, 436.86000], [5379.45000, 433.86000], [5367.06000, 432.86000], [5353.35000, 431.57000], [5335.85000, 429.36000], [5316.16000, 426.07000], [5313.56000, 425.57000], [5310.26000, 424.76000], [5306.95000, 424.07000], [5303.66000, 423.36000], [5301.95000, 422.98000], [5300.35000, 422.57000], [5297.06000, 421.76000], [5294.45000, 421.07000], [5281.16000, 459.07000], [5279.06000, 464.57000], [5276.35000, 471.36000], [5274.06000, 477.26000], [5273.66000, 478.26000], [5270.85000, 485.07000], [5268.06000, 491.86000], [5266.56000, 495.36000], [5265.16000, 498.57000], [5262.16000, 505.36000], [5259.16000, 512.07000], [5256.16000, 518.76000], [5256.16000, 518.76000], [5244.85000, 542.76000], [5230.35000, 570.86000], [5222.35000, 585.57000], [5228.16000, 591.67000], [5232.76000, 597.98000], [5233.26000, 598.76000], [5233.85000, 599.76000], [5234.45000, 600.76000], [5234.76000, 601.26000], [5234.95000, 601.76000], [5235.45000, 602.86000], [5235.95000, 603.98000], [5236.35000, 604.76000], [5238.45000, 612.57000], [5238.85000, 614.76000], [5239.26000, 617.48000], [5239.66000, 620.17000], [5239.76000, 620.57000], [5240.06000, 622.98000], [5240.35000, 625.67000], [5240.56000, 628.47000], [5240.56000, 628.67000], [5240.76000, 631.26000], [5240.95000, 633.97000], [5241.06000, 636.76000], [5241.45000, 646.67000], [5241.35000, 655.07000], [5244.35000, 656.57000], [5241.35000, 657.97000], [5241.26000, 675.67000]]"
L0005,s000072,M0005,"[[8775.85000, 119.74000], [8772.75000, 118.24000], [8775.85000, 116.84000], [8776.35000, 109.54000], [8776.85000, 90.84000], [8603.35000, 74.44000], [8574.95000, 99.64000], [8590.85000, 116.84000], [8595.15000, 118.24000], [8590.85000, 119.74000], [8574.95000, 136.94000], [8603.35000, 162.04000], [8776.85000, 145.64000], [8776.85000, 142.54000], [8776.75000, 138.54000], [8776.65000, 134.64000], [8776.54000, 130.74000], [8776.35000, 127.04000], [8776.35000, 126.84000], [8776.04000, 122.84000], [8775.85000, 119.74000]]"
L0005,s000073,M0005,"[[2173.72000, 473.98000], [2196.81000, 327.19000], [2136.72000, 326.98000], [2134.72000, 362.41000], [2134.31000, 366.79000], [2133.72000, 372.29000], [2133.12000, 377.79000], [2132.91000, 379.29000], [2132.52000, 383.19000], [2131.72000, 388.69000], [2131.22000, 391.91000], [2130.72000, 395.20000], [2130.62000, 395.79000], [2130.22000, 398.49000], [2129.52000, 401.70000], [2128.91000, 404.91000], [2128.41000, 407.09000], [2128.41000, 407.20000], [2127.91000, 409.20000], [2127.31000, 411.28000], [2126.72000, 413.49000], [2126.12000, 415.59000], [2125.52000, 417.70000], [2124.81000, 419.78000], [2124.41000, 420.99000], [2124.12000, 421.91000], [2123.41000, 423.99000], [2121.62000, 429.09000], [2120.12000, 433.29000], [2104.52000, 472.10000], [2173.72000, 473.98000]]"
L0005,s000074,M0005,"[[2377.04000, 691.75000], [2275.64000, 691.85000], [2225.04000, 691.65000], [2175.84000, 691.05000], [2174.34000, 693.95000], [2172.84000, 690.95000], [2091.34000, 688.86000], [2008.34000, 685.96000], [1925.34000, 682.36000], [1842.34000, 678.36000], [1803.44000, 676.36000], [1783.94000, 674.96000], [1766.04000, 673.26000], [1764.23000, 676.05000], [1763.14000, 672.96000], [1746.84000, 670.55000], [1729.23000, 667.55000], [1694.14000, 660.55000], [1688.44000, 659.26000], [1681.14000, 657.66000], [1676.84000, 656.76000], [1674.94000, 656.26000], [1674.04000, 656.06000], [1671.14000, 655.36000], [1668.23000, 654.66000], [1665.44000, 653.96000], [1662.54000, 653.26000], [1659.73000, 652.46000], [1656.84000, 651.76000], [1655.84000, 651.46000], [1649.73000, 649.76000], [1642.64000, 647.76000], [1635.54000, 645.66000], [1628.54000, 643.46000], [1628.04000, 643.36000], [1621.54000, 641.26000], [1617.34000, 639.86000], [1614.54000, 638.96000], [1614.23000, 638.86000], [1611.73000, 638.07000], [1604.73000, 635.57000], [1600.54000, 634.16000], [1561.54000, 618.86000], [1547.54000, 613.07000], [1529.94000, 605.86000], [1522.84000, 602.86000], [1522.84000, 602.86000], [1515.84000, 599.96000], [1498.34000, 592.57000], [1480.84000, 585.07000], [1463.34000, 577.57000], [1445.84000, 569.96000], [1446.14000, 574.86000], [1446.73000, 583.16000], [1447.23000, 591.36000], [1447.64000, 599.57000], [1447.94000, 606.16000], [1448.04000, 607.76000], [1448.34000, 615.96000], [1448.64000, 624.16000], [1448.64000, 642.26000], [1448.54000, 644.76000], [1448.34000, 647.86000], [1448.04000, 650.96000], [1447.84000, 652.86000], [1447.84000, 652.96000], [1447.64000, 654.06000], [1447.54000, 655.36000], [1447.04000, 658.46000], [1446.44000, 661.56000], [1446.04000, 663.56000], [1445.84000, 664.56000], [1445.23000, 667.66000], [1444.64000, 670.76000], [1443.94000, 673.76000], [1443.44000, 675.66000], [1443.04000, 677.16000], [1442.94000, 677.46000], [1442.64000, 678.66000], [1441.73000, 681.66000], [1440.94000, 683.86000], [1440.73000, 684.66000], [1440.14000, 686.36000], [1439.44000, 688.16000], [1438.73000, 689.86000], [1438.54000, 690.36000], [1438.23000, 691.06000], [1437.64000, 692.16000], [1437.04000, 693.26000], [1436.44000, 694.36000], [1435.84000, 695.46000], [1435.04000, 696.76000], [1434.84000, 697.06000], [1433.84000, 698.66000], [1432.64000, 700.16000], [1431.44000, 701.56000], [1430.73000, 702.46000], [1430.64000, 702.56000], [1429.84000, 703.46000], [1428.94000, 704.36000], [1428.04000, 705.26000], [1427.73000, 705.56000], [1427.14000, 706.06000], [1426.14000, 706.86000], [1425.23000, 707.66000], [1424.44000, 708.26000], [1424.23000, 708.46000], [1423.23000, 709.26000], [1422.23000, 709.96000], [1421.04000, 710.86000], [1420.64000, 711.06000], [1419.04000, 712.06000], [1418.04000, 712.66000], [1417.34000, 713.06000], [1416.94000, 713.26000], [1415.73000, 713.86000], [1414.64000, 714.36000], [1413.44000, 714.86000], [1412.34000, 715.36000], [1411.14000, 715.76000], [1410.23000, 716.16000], [1408.14000, 716.86000], [1405.23000, 717.86000], [1402.84000, 718.66000], [1385.94000, 721.96000], [1374.84000, 723.56000], [1373.84000, 726.66000], [1371.94000, 723.96000], [1186.54000, 753.56000], [1198.34000, 789.26000], [1201.65000, 789.96000], [1199.04000, 792.16000], [1202.54000, 813.36000], [1205.73000, 832.26000], [1208.15000, 850.56000], [1210.84000, 876.76000], [1211.84000, 892.56000], [1214.84000, 894.36000], [1211.94000, 895.56000], [1212.23000, 900.56000], [1215.15000, 901.56000], [1212.65000, 903.46000], [1214.15000, 908.86000], [1217.44000, 909.66000], [1214.94000, 911.66000], [1218.94000, 924.96000], [1220.94000, 933.46000], [1222.54000, 941.96000], [1224.44000, 955.46000], [1227.65000, 956.56000], [1224.84000, 958.36000], [1225.23000, 963.56000], [1228.23000, 964.46000], [1225.84000, 966.46000], [1227.84000, 971.96000], [1230.94000, 972.16000], [1228.84000, 974.76000], [1233.84000, 989.76000], [1238.94000, 1006.16000], [1241.65000, 1016.76000], [1243.94000, 1027.46000], [1245.44000, 1036.96000], [1248.65000, 1037.96000], [1245.94000, 1039.96000], [1246.94000, 1047.15000], [1257.94000, 1046.16000], [1266.15000, 1045.36000], [1271.54000, 1044.76000], [1276.15000, 1044.26000], [1277.04000, 1044.16000], [1282.44000, 1043.46000], [1287.84000, 1042.76000], [1293.34000, 1041.96000], [1298.73000, 1041.16000], [1301.34000, 1040.76000], [1312.34000, 1039.16000], [1325.94000, 1037.06000], [1326.65000, 1036.96000], [1339.44000, 1034.86000], [1353.04000, 1032.66000], [1366.54000, 1030.46000], [1377.04000, 1028.66000], [1380.04000, 1028.16000], [1388.14000, 1026.76000], [1393.54000, 1025.76000], [1396.23000, 1025.26000], [1398.94000, 1024.76000], [1404.34000, 1023.66000], [1409.73000, 1022.46000], [1413.34000, 1021.66000], [1417.73000, 1020.66000], [1423.14000, 1019.46000], [1428.44000, 1018.26000], [1430.34000, 1017.76000], [1433.84000, 1016.86000], [1439.14000, 1015.46000], [1452.34000, 1011.96000], [1453.73000, 1011.56000], [1457.64000, 1010.56000], [1462.94000, 1009.16000], [1468.34000, 1007.76000], [1473.64000, 1006.46000], [1486.94000, 1003.26000], [1500.34000, 1000.06000], [1504.04000, 999.16000], [1513.64000, 996.76000], [1526.94000, 993.46000], [1540.23000, 990.06000], [1552.94000, 986.96000], [1553.54000, 986.76000], [1566.94000, 983.46000], [1580.23000, 980.26000], [1588.23000, 978.36000], [1596.23000, 976.46000], [1601.64000, 975.26000], [1601.94000, 975.16000], [1606.94000, 974.06000], [1620.34000, 971.06000], [1631.14000, 968.76000], [1660.44000, 962.96000], [1692.04000, 957.76000], [1723.73000, 953.56000], [1762.64000, 949.76000], [1763.84000, 946.76000], [1765.54000, 949.56000], [1794.54000, 947.46000], [1886.34000, 940.86000], [1932.34000, 937.86000], [1978.23000, 935.26000], [2027.44000, 933.16000], [2076.65000, 931.46000], [2125.84000, 930.16000], [2173.64000, 929.36000], [2175.04000, 926.36000], [2176.54000, 929.36000], [2225.73000, 929.16000], [2276.44000, 929.25000], [2377.73000, 930.05000], [2377.04000, 691.75000]]"
L0005,s000075,M0005,"[[2624.05000, 1186.07000], [2615.95000, 1162.48000], [2335.05000, 1252.98000], [2342.35000, 1276.88000], [2624.05000, 1186.07000]]"
L0005,s000076,M0005,"[[2326.19000, 1224.32000], [2333.49000, 1248.11000], [2615.19000, 1157.42000], [2607.19000, 1133.82000], [2326.19000, 1224.32000]]"
L0005,s000077,M0005,"[[1446.93000, 413.21000], [1454.93000, 436.79000], [1735.93000, 346.29000], [1728.63000, 322.51000], [1446.93000, 413.21000]]"
L0005,s000078,M0005,"[[9742.07000, 1291.77000], [9732.57000, 1456.57000], [9748.37000, 1472.17000], [9841.26000, 1472.46000], [9849.26000, 1300.36000], [9742.07000, 1291.77000]]"
L0005,s000079,M0005,"[[1157.97000, 1227.69000], [1144.67000, 1208.99000], [1140.67000, 1207.49000], [1144.67000, 1205.99000], [1157.97000, 1187.29000], [1128.07000, 1166.29000], [1064.17000, 1188.50000], [1066.67000, 1202.91000], [1067.17000, 1206.00000], [1070.38000, 1207.50000], [1067.17000, 1209.00000], [1066.67000, 1212.10000], [1064.17000, 1226.50000], [1128.07000, 1248.69000], [1157.97000, 1227.69000]]"
L0005,s000080,M0005,"[[8827.89000, 1095.55000], [8882.58000, 1096.44000], [8943.58000, 1096.05000], [8945.08000, 1093.15000], [8946.58000, 1096.05000], [8976.39000, 1095.95000], [9008.49000, 1094.65000], [9040.58000, 1092.85000], [9048.69000, 1092.35000], [9058.89000, 1091.65000], [9068.99000, 1090.85000], [9074.08000, 1090.45000], [9079.19000, 1090.05000], [9089.29000, 1089.15000], [9099.49000, 1088.25000], [9107.58000, 1087.55000], [9131.00000, 1085.05000], [9154.39000, 1082.35000], [9189.39000, 1077.45000], [9190.50000, 1074.35000], [9192.39000, 1076.95000], [9234.58000, 1069.95000], [9278.29000, 1062.45000], [9288.39000, 1095.25000], [9295.49000, 1094.05000], [9296.49000, 1090.85000], [9298.39000, 1093.55000], [9411.99000, 1074.35000], [9412.79000, 1071.25000], [9414.89000, 1073.65000], [9456.08000, 1061.74000], [9421.08000, 897.85000], [9379.69000, 908.74000], [9378.69000, 912.04000], [9376.69000, 909.24000], [9321.08000, 914.86000], [9319.89000, 917.95000], [9318.19000, 915.14000], [9286.39000, 917.55000], [9285.08000, 920.64000], [9283.39000, 917.75000], [9251.58000, 919.75000], [9250.19000, 922.86000], [9248.58000, 919.86000], [9203.58000, 920.75000], [9196.58000, 920.86000], [9157.58000, 920.45000], [9108.99000, 918.95000], [9081.49000, 917.86000], [9079.89000, 920.75000], [9078.58000, 917.65000], [9050.29000, 914.86000], [9020.58000, 911.45000], [8961.08000, 904.05000], [8959.29000, 913.75000], [8960.58000, 923.45000], [8961.08000, 929.45000], [8964.19000, 930.75000], [8961.29000, 932.45000], [8961.39000, 937.15000], [8961.29000, 943.25000], [8961.08000, 945.55000], [8960.89000, 948.36000], [8960.69000, 951.15000], [8960.58000, 951.95000], [8960.39000, 953.95000], [8959.99000, 956.75000], [8959.49000, 959.55000], [8959.39000, 960.65000], [8959.08000, 962.36000], [8958.49000, 965.15000], [8957.89000, 967.95000], [8957.58000, 969.55000], [8957.19000, 971.05000], [8957.08000, 971.25000], [8956.79000, 972.36000], [8956.49000, 973.45000], [8955.69000, 976.15000], [8955.69000, 976.15000], [8955.08000, 977.75000], [8954.58000, 979.36000], [8953.89000, 980.86000], [8953.79000, 981.15000], [8953.49000, 981.95000], [8952.99000, 982.95000], [8952.39000, 983.95000], [8951.99000, 984.75000], [8951.89000, 984.95000], [8951.29000, 985.95000], [8950.69000, 986.86000], [8950.08000, 987.86000], [8949.79000, 988.25000], [8949.19000, 989.25000], [8948.19000, 990.65000], [8947.19000, 992.05000], [8946.08000, 993.36000], [8944.99000, 994.65000], [8944.89000, 994.86000], [8944.29000, 995.45000], [8943.49000, 996.36000], [8942.69000, 997.15000], [8940.69000, 999.15000], [8939.89000, 999.86000], [8939.89000, 999.86000], [8934.49000, 1004.65000], [8932.49000, 1006.36000], [8933.19000, 1009.65000], [8930.19000, 1008.25000], [8912.19000, 1021.45000], [8892.79000, 1035.25000], [8863.89000, 1055.75000], [8827.49000, 1080.55000], [8827.89000, 1095.55000]]"
L0005,s000081,M0005,"[[6887.64000, 239.99000], [6867.55000, 355.19000], [6868.95000, 364.49000], [6893.95000, 364.30000], [6899.64000, 359.30000], [6929.95000, 381.49000], [6939.74000, 379.49000], [6962.84000, 249.69000], [6953.24000, 247.80000], [6920.24000, 241.09000], [6912.14000, 238.80000], [6887.64000, 239.99000]]"
L0005,s000082,M0005,"[[397.44000, 1132.83000], [396.34000, 1159.91000], [386.24000, 1160.03000], [383.64000, 1190.91000], [619.04000, 1207.41000], [619.54000, 1201.23000], [620.14000, 1193.53000], [620.84000, 1185.73000], [621.44000, 1178.03000], [621.94000, 1172.73000], [622.14000, 1170.73000], [622.14000, 1170.23000], [622.84000, 1162.53000], [623.44000, 1154.83000], [624.04000, 1147.03000], [624.54000, 1139.22000], [624.54000, 1139.22000], [617.34000, 1138.62000], [605.24000, 1137.53000], [593.14000, 1136.43000], [581.04000, 1135.43000], [573.84000, 1134.93000], [572.24000, 1134.72000], [566.54000, 1134.33000], [559.34000, 1133.83000], [552.04000, 1133.43000], [547.24000, 1133.12000], [545.24000, 1133.03000], [542.34000, 1132.93000], [537.54000, 1132.62000], [525.44000, 1132.12000], [518.14000, 1131.72000], [486.44000, 1131.12000], [454.64000, 1130.93000], [428.44000, 1130.83000], [427.04000, 1133.83000], [425.54000, 1130.93000], [397.44000, 1132.83000]]"
L0005,s000083,M0005,"[[6763.49000, 1047.57000], [6763.49000, 1116.16000], [6959.99000, 1116.16000], [6959.99000, 1047.57000], [6763.49000, 1047.57000]]"
L0005,s000084,M0005,"[[7171.73000, 1020.76000], [7171.73000, 821.36000], [7168.83000, 819.86000], [7171.73000, 818.36000], [7171.64000, 773.95000], [7133.73000, 773.37000], [7132.54000, 776.26000], [7130.73000, 773.37000], [6933.23000, 785.96000], [6931.93000, 789.07000], [6930.33000, 786.17000], [6921.83000, 786.87000], [6917.64000, 820.57000], [6866.84000, 822.96000], [6847.23000, 823.87000], [6829.14000, 824.17000], [6827.54000, 827.17000], [6826.23000, 824.17000], [6817.04000, 823.57000], [6806.43000, 822.46000], [6803.73000, 822.17000], [6800.33000, 821.77000], [6796.93000, 821.37000], [6795.23000, 821.07000], [6793.54000, 820.87000], [6790.14000, 820.37000], [6786.73000, 819.87000], [6784.04000, 819.37000], [6764.04000, 815.17000], [6742.43000, 810.37000], [6740.43000, 812.96000], [6739.54000, 809.77000], [6704.23000, 801.96000], [6669.04000, 793.07000], [6638.54000, 785.57000], [6636.44000, 788.17000], [6635.73000, 784.87000], [6613.73000, 779.37000], [6609.23000, 794.57000], [6585.94000, 795.17000], [6562.44000, 794.46000], [6543.44000, 793.37000], [6541.73000, 796.17000], [6540.44000, 793.17000], [6527.23000, 791.96000], [6508.23000, 789.67000], [6489.73000, 786.77000], [6469.54000, 782.87000], [6462.54000, 781.37000], [6449.04000, 817.07000], [6446.64000, 822.87000], [6443.54000, 830.17000], [6441.83000, 834.17000], [6440.43000, 837.37000], [6437.23000, 844.57000], [6434.23000, 851.17000], [6433.93000, 851.77000], [6430.64000, 858.96000], [6427.23000, 866.07000], [6423.83000, 873.07000], [6423.83000, 873.07000], [6420.33000, 880.17000], [6416.73000, 887.17000], [6413.23000, 894.27000], [6412.54000, 895.67000], [6397.93000, 921.96000], [6391.54000, 933.17000], [6398.43000, 941.07000], [6399.64000, 942.67000], [6400.54000, 943.87000], [6401.04000, 944.67000], [6401.04000, 944.77000], [6401.64000, 945.57000], [6402.14000, 946.37000], [6403.43000, 948.57000], [6403.54000, 948.57000], [6404.73000, 950.67000], [6405.43000, 951.96000], [6405.73000, 952.57000], [6406.04000, 953.37000], [6406.64000, 954.77000], [6407.23000, 956.17000], [6407.43000, 956.77000], [6407.54000, 957.07000], [6407.83000, 958.07000], [6408.04000, 958.96000], [6408.33000, 959.96000], [6408.54000, 961.17000], [6408.83000, 962.37000], [6409.33000, 964.87000], [6409.43000, 965.67000], [6409.73000, 967.37000], [6410.04000, 969.77000], [6410.33000, 972.27000], [6410.64000, 974.77000], [6410.64000, 974.77000], [6410.83000, 977.27000], [6411.04000, 979.77000], [6411.14000, 982.27000], [6411.23000, 983.96000], [6411.23000, 984.77000], [6411.33000, 987.27000], [6411.43000, 989.77000], [6411.43000, 992.27000], [6411.43000, 993.27000], [6411.33000, 1004.27000], [6411.04000, 1013.77000], [6413.93000, 1015.27000], [6410.93000, 1016.67000], [6410.83000, 1030.57000], [6422.54000, 1031.37000], [6437.14000, 1032.37000], [6445.93000, 1032.96000], [6454.73000, 1033.46000], [6463.54000, 1033.96000], [6465.04000, 1034.07000], [6469.33000, 1034.27000], [6475.23000, 1034.46000], [6481.04000, 1034.77000], [6486.93000, 1034.96000], [6492.73000, 1035.17000], [6498.04000, 1035.37000], [6507.43000, 1035.67000], [6516.14000, 1035.87000], [6524.94000, 1036.07000], [6530.83000, 1036.17000], [6531.04000, 1036.17000], [6536.64000, 1036.27000], [6542.54000, 1036.37000], [6548.44000, 1036.37000], [6554.73000, 1036.45000], [6557.14000, 1036.45000], [6565.94000, 1036.45000], [6574.73000, 1036.37000], [6578.44000, 1036.37000], [6580.64000, 1036.27000], [6586.44000, 1036.17000], [6592.33000, 1035.96000], [6598.14000, 1035.77000], [6612.83000, 1035.17000], [6624.94000, 1034.67000], [6627.44000, 1034.57000], [6642.04000, 1033.96000], [6656.73000, 1033.46000], [6668.43000, 1033.17000], [6708.04000, 1029.87000], [6754.73000, 1025.67000], [6783.14000, 1023.17000], [6814.04000, 1021.57000], [6826.33000, 1021.17000], [6827.73000, 1018.07000], [6829.23000, 1021.07000], [7130.94000, 1020.96000], [7132.44000, 1017.96000], [7133.94000, 1020.96000], [7171.73000, 1020.76000]]"
